plain_roman,count,diacritics,urdu,devanagari,meter
jigar-;xaraash,1,jigar-ḳharāsh,جگر خراش,जिगर-ख़राश,cscscbcscvc
buu;nd,1,būñd,بوند,बूंद,cvnc
sitaare,1,sitāre,ستارے,सितारे,cscvcv
saraasar,3,sarāsar,سراسر,सरासर,cscvcsc
ha;nstii,1,hañstī,ہنستی,हंसती,csnccv
i((tidaal,1,ětidāl,اعتدال,एतदाल,sccscvc
nashtar,3,nashtar,نشتر,नश्तर,csccsc
rah-ravaa;n,1,rah-ravāñ,رہ رواں,रह-रवाँ,csc<h+wb>bcscvn
;xair-baad,1,ḳhair-bād,خیر باد,ख़ैर-बाद,cvcbcvc
aabilah-e,1,ābilah-e,آبلۂ,आबिला-ए,vcscscz
be-takalluf,4,be-takalluf,بے تکلف,बे-तकल्लुफ़,cvbcscsccsc
tuhmat,1,tuhmat,تہمت,तुहमत,csccsc
vakiil,1,vakīl,وکیل,वकील,cscvc
be-darvaazah,1,be-darvāzah,بے دروازہ,बे-दरवाज़ा,cvbcsccvcsc<h+wb>
likhtaa,2,likhtā,لکھتا,लिखता,csccv
dam-e,11,dam-e,دمِ,दम-ए,cscz
sham((e;n,1,shamʿeñ,شمعیں,शमें,csccvn
me;n,529,meñ,میں,में,cvn
rag,3,rag,رگ,रग,csc
rab,28,rab,رب,रब,csc
mai-parastii,1,mai-parastī,مے پرستی,मै-परस्ती,cvbcscsccv
ram,1,ram,رم,रम,csc
;xajaalat,1,ḳhajālat,خجالت,ख़जालत,cscvcsc
qiimat-e,2,qīmat-e,قیمتِ,क़ीमत-ए,cvcscz
rah,16,rah,رہ,रह,csc<h+wb>
rau,1,rau,رو,रौ,cv
dimaa;g,9,dimāġh,دماغ,दिमाग़,cscvc
afsurdah-diliihaa,1,afsurdah-dilīhā,افسردہ دلیہا,अफ़्सुर्दा-दिलीहा,sccsccsc<h+wb>bcscvcv
((umr-o-asad,1,ʿumr-o-asad,عمر و اسد,उम्र‐ओ‐असद,csccoscsc
;gunche,2,ġhunche,غنچے,ग़ुंचे,csccv
faari;g,3,fāriġh,فارغ,फ़ारिग़,cvcsc
u;rii,1,uṛī,اڑی,उड़ी,scv
sozaa;n,1,sozāñ,سوزاں,सोज़ाँ,cvcvn
paidaa))ii,1,paidāʾī,پیدائی,पैदाई,cvcvcv
daaman-afshaanii,1,dāman-afshānī,دامن افشانی,दामन-अफ़्शानी,cvcscbsccvcv
lagii,4,lagī,لگی,लगी,cscv
shikvah-e,4,shikvah-e,شکوۂ,शिक्वा-ए,csccscz
behudah-go))ii,1,behudah-goʾī,بیہدہ گوئی,बेहुदा-गोई,cvcscsc<h+wb>bcvcv
na;zr,2,nażr,نذر,नज़्र,cscc
mukaukab,1,mukaukab,مکوکب,मुकौकब,cscvcsc
qad-o-gesuu,1,qad-o-gesū,قد و گیسو,क़द‐ओ‐गेसू,cscocvcv
khol,4,khol,کھول,खोल,cvc
jhaa;rii,1,jhāṛī,جھاڑی,झाड़ी,cvcv
ta;gaafulhaa-e,2,taġhāfulhā-e,تغافلہائے,तग़ाफ़ुल्हा-ए,cscvcsccv<aa+z>z
kyuu;nkih,2,kyūñkih,کیونکہ,क्यूंकि,ccvncsc<h+wb>
sharaab-e,1,sharāb-e,شرابِ,शराब-ए,cscvcz
khod,2,khod,کھود,खोद,cvc
ba;ndhaa,1,bañdhā,بندھا,बंधा,csncv
mu;xta.sar-saa,1,muḳhtaṣar-sā,مختصر سا,मुख़्तसर-सा,csccscscbcv
saayah-e,8,sāyah-e,سایۂ,साया-ए,cvcscz
tasbii;h-e,1,tasbīḥ-e,تسبیحِ,तसबीह-ए,csccvcz
zabaan,4,zabān,زبان,ज़बान,cscvc
baavar,1,bāvar,باور,बावर,cvcsc
gulistaa;n,6,gulistāñ,گلستاں,गुलिस्ताँ,cscsccvn
sun,9,sun,سن,सुन,csc
be-sharaab-o-dil-e,1,be-sharāb-o-dil-e,بے شراب و دلِ,बे-शराब‐ओ‐दिल-ए,cvbcscvcocscz
:taaqat-e,11,t̤āqat-e,طاقتِ,ताक़त-ए,cvcscz
tuhmate;n,1,tuhmateñ,تہمتیں,तुहमतें,csccscvn
saamne,3,sāmne,سامنے,सामने,cvccv
vafaadaarii,2,vafādārī,وفاداری,वफ़ादारी,cscvcvcv
;gubaar-e,5,ġhubār-e,غبارِ,ग़ुबार-ए,cscvcz
peraayah-e,1,perāyah-e,پیرایۂ,पेराया-ए,cvcvcscz
be-qaraarii,3,be-qarārī,بے قراری,बे-क़रारी,cvbcscvcv
niim-;gamzah,1,nīm-ġhamzah,نیم غمزہ,नीम-ग़म्ज़ा,cvcbcsccsc<h+wb>
tajallii,3,tajallī,تجلی,तजल्ली,cscsccv
niyaam-e,1,niyām-e,نیامِ,नियाम-ए,cscvcz
guzar,5,guzar,گزر,गुज़र,cscsc
la;rko;n,1,laṛkoñ,لڑکوں,लड़कों,csccvn
maa;ndagii,1,māñdagī,ماندگی,मांदगी,cvncscv
((ar.z-e,18,ʿarẓ-e,عرضِ,अर्ज़-ए,csccz
havaa,15,havā,ہوا,हवा,cscv
reshagii,1,reshagī,ریشگی,रेशगी,cvcscv
jaraa;hat,2,jarāḥat,جراحت,जराहत,cscvcsc
amaa;n,1,amāñ,اماں,अमाँ,scvn
fi;gaa;n,3,fiġhāñ,فغاں,फ़िग़ाँ,cscvn
havas,11,havas,ہوس,हवस,cscsc
va.sl-o-shikvah-e,1,vaṣl-o-shikvah-e,وصل و شکوۂ,वस्ल‐ओ‐शिक्वा-ए,csccocsccscz
:taaq-e,2,t̤āq-e,طاقِ,ताक़-ए,cvcz
biga;rtaa,1,bigaṛtā,بگڑتا,बिगड़ता,cscsccv
do,17,do,دو,दो,cv
sa((y,3,saʿy,سعی,साय,cscc
iimaan-o-aagahii,1,īmān-o-āgahī,ایمان و آگہی,ईमान‐ओ‐आगही,vcvcovcscv
kaakul-e,1,kākul-e,کاکلِ,काकुल-ए,cvcscz
de,42,de,دے,दे,cv
rafiiq-e,1,rafīq-e,رفیقِ,रफ़ीक़-ए,cscvcz
ra;xsh-e,1,raḳhsh-e,رخشِ,रख़्श-ए,csccz
aane,7,āne,آنے,आने,vcv
silvaane,1,silvāne,سلوانے,सिलवाने,csccvcv
josh-e,13,josh-e,جوشِ,जोश-ए,cvcz
shiishah-e,3,shīshah-e,شیشۂ,शीशा-ए,cvcscz
taa;xiir,2,tāḳhīr,تاخیر,ताख़ीर,cvcvc
kyaa,242,kyā,کیا,क्या,kyaa
rahaa,40,rahā,رہا,रहा,cscv
((aish-e,4,ʿaish-e,عیشِ,ऐश-ए,cvcz
aa;xir,21,āḳhir,آخر,आख़िर,vcsc
gulistaan-e,1,gulistān-e,گلستانِ,गुलिस्तान-ए,cscsccvcz
sitam-zadagaa;n,1,sitam-zadagāñ,ستم زدگاں,सितम-ज़दगाँ,cscscbcscscvn
.saa;hib,2,ṣāḥib,صاحب,साहिब,cvcsc
mu.savvarii,1,muṣavvarī,مصوّری,मुसव्वरी,cscsccscv
piyaalah,2,piyālah,پیالہ,पियाला,cscvcsc<h+wb>
partav-e,5,partav-e,پرتوِ,पर्तव-ए,csccscz
be-mai,1,be-mai,بے مے,बे-मै,cvbcv
gaaliyo;n,1,gāliyoñ,گالیوں,गालियों,cvcscvn
jamshed,1,jamshed,جمشید,जमशेद,csccvc
tan-e,4,tan-e,تنِ,तन-ए,cscz
vidaa((,3,vidāʿ,وداع,विदा,cscvc
na;gmah'haa-e,1,naġhmah'hā-e,نغمہہائے,नग़्महहा-ए,csccsc<h+wb>bcv<aa+z>z
sakte,3,sakte,سکتے,सकते,csccv
raftaar-e,2,raftār-e,رفتارِ,रफ़तार-ए,csccvcz
rakhuu;n,5,rakhūñ,رکھوں,रखूँ,cscvn
quv;aa,1,quvâ,قویٰ,क़ुवा,cscv
jaa;n-fizaa,1,jāñ-fizā,جاں فزا,जाँ-फ़िज़ा,cvnbcscv
muu,4,mū,مو,मू,cv
;gala:t,5,ġhalat̤,غلط,ग़लत,cscsc
sau;npii,2,sauñpī,سونپی,सौंपी,cvncv
kashmiir,1,kashmīr,کشمیر,कशमीर,csccvc
shahpar-e,1,shahpar-e,شہپرِ,शहपर-ए,csccscz
la;xt-e,5,laḳht-e,لختِ,लख़्त-ए,csccz
rindaanah,1,rindānah,رندانہ,रिंदाना,csccvcsc<h+wb>
piirii,1,pīrī,پیری,पीरी,cvcv
kabaab-e,1,kabāb-e,کبابِ,कबाब-ए,cscvcz
guunah,1,gūnah,گونہ,गूना,cvcsc<h+wb>
naz((a,1,nazʿa,نزع,नज़ा,csccs
zindagii,13,zindagī,زندگی,ज़िंदगी,csccscv
jamaal,4,jamāl,جمال,जमाल,cscvc
daur-e,3,daur-e,دورِ,दौर-ए,cvcz
afsos-e,1,afsos-e,افسوسِ,अफ़्सोस-ए,sccvcz
chhu;t,1,chhuṭ,چھٹ,छुट,csc
ru;x.sat-e,2,ruḳhṣat-e,رخصتِ,रुख़्सत-ए,csccscz
;hariif,1,ḥarīf,حریف,हरीफ़,cscvc
jalvah-rezii-e,1,jalvah-rezī-e,جلوہ ریزیِ,जल्वा-रेज़ी-ए,csccsc<h+wb>bcvcv<ii+z>z
be-;hijaab,2,be-ḥijāb,بے حجاب,बे-हिजाब,cvbcscvc
baal-kushaa,3,bāl-kushā,بال کشا,बाल-कुशा,cvcbcscv
gahvaarah-junbaanii,1,gahvārah-junbānī,گہوارہ جنبانی,गहवारा-जुंबानी,csccvcsc<h+wb>bcsccvcv
((aalam-taab,1,ʿālam-tāb,عالم تاب,आलम-ताब,cvcscbcvc
bose,4,bose,بوسے,बोसे,cvcv
auro;n,2,auroñ,اوروں,औरों,vcvn
fidaa,1,fidā,فدا,फ़िदा,cscv
;xalal,1,ḳhalal,خلل,ख़लल,cscsc
baa))i;s-e,2,bāʾiṡ-e,بائثِ,बाइस-ए,cvcscz
jalvah-farmaa))ii,1,jalvah-farmāʾī,جلوہ فرمائی,जल्वा-फ़र्माई,csccsc<h+wb>bcsccvcv
dard-o-alam,1,dard-o-alam,درد و الم,दर्द‐ओ‐अलम,csccoscsc
aashuftah-saro;n,1,āshuftah-saroñ,آشفتہ سروں,आशुफ़्ता-सरों,vcsccsc<h+wb>bcscvn
naa-umiidii,5,nā-umīdī,نا امیدی,ना-उमीदी,cvbscvcv
martabah,1,martabah,مرتبہ,मर्तबा,csccscsc<h+wb>
gulshan,6,gulshan,گلشن,गुल्शन,csccsc
shah-par,1,shah-par,شہ پر,शह-पर,csc<h+wb>bcsc
;hasb-e,1,ḥasb-e,حسبِ,हस्ब-ए,csccz
sub;hah,1,subḥah,سبحہ,सुब्हा,csccsc<h+wb>
shikve,3,shikve,شکوے,शिकवे,csccv
andoh-rubaa,1,andoh-rubā,اندوہ ربا,अंदोह-रुबा,sccvc<h+wb>bcscv
nu:tq,1,nut̤q,نطق,नुत्क़,cscc
girnii,1,girnī,گرنی,गिरनी,csccv
.said,1,ṣaid,صید,सैद,cvc
pa-e,1,pa-e,پِ,प-ए,csz
chho;ruu;ngaa,1,chhoṛūñgā,چھوڑونگا,छोड़ूंगा,cvcvncv
khulii,1,khulī,کھلی,खुली,cscv
maaraa,5,mārā,مارا,मारा,cvcv
aaraam,4,ārām,آرام,आराम,vcvc
jigar-e,3,jigar-e,جگرِ,जिगर-ए,cscscz
.saf-e,2,ṣaf-e,صفِ,सफ़-ए,cscz
maqaam-e,1,maqām-e,مقامِ,मक़ाम-ए,cscvcz
dil-furoz,1,dil-furoz,دل فروز,दिल-फ़ुरोज़,cscbcscvc
;xastah-jaa;n,1,ḳhastah-jāñ,خستہ جاں,ख़स्ता-जाँ,csccsc<h+wb>bcvn
bad-mastii-e,1,bad-mastī-e,بد مستیِ,बद-मस्ती-ए,cscbcsccv<ii+z>z
sujuud,1,sujūd,سجود,सुजूद,cscvc
hijr,5,hijr,ہجر,हिज्र,cscc
piinas,1,pīnas,پینس,पीनस,cvcsc
naqsh,2,naqsh,نقش,नक़्श,cscc
kaavish'haa-e,2,kāvish'hā-e,کاوشہائے,काविशहा-ए,cvcscbcv<aa+z>z
dast-o-baazuu,1,dast-o-bāzū,دست و بازو,दस्त‐ओ‐बाज़ू,csccocvcv
aarzuu-e,1,ārzū-e,آرزوئے,आर्ज़ू-ए,vccvz
marjaa;n,2,marjāñ,مرجاں,मरजां,csccvn
nargis,3,nargis,نرگس,नर्गिस,csccsc
pii;tuu;n,1,pīṭūñ,پیٹوں,पीटूँ,cvcvn
:zaahir,7,z̤āhir,ظاہر,ज़ाहिर,cvcsc
asiirii,3,asīrī,اسیری,असीरी,scvcv
be-.sadaa,1,be-ṣadā,بے صدا,बे-सदा,cvbcscv
khaa))uu;n,1,khāʾūñ,کھاؤں,खाऊँ,cvcvn
naa-tavaanii,3,nā-tavānī,نا توانی,ना-तवानी,cvbcscvcv
;zillat,1,żillat,ذلت,ज़िल्लत,csccsc
vus((at-e,5,vusʿat-e,وسعتِ,वुस्अत-ए,csccscz
suraa;g-aavaarah-e,1,surāġh-āvārah-e,سراغ آوارۂ,सुराग़-आवारा-ए,cscvcbvcvcscz
pak;raa,1,pakṛā,پکڑا,पकड़ा,csccv
havaa-;xvaah,1,havā-ḳhvāh,ہوا خواہ,हवा-ख़्वाह,cscvbc<;xv>vc<h+wb>
kishvar-e,2,kishvar-e,کشورِ,किश्वर-ए,csccscz
be-mihrii-e,2,be-mihrī-e,بے مہریِ,बे-मिहरी-ए,cvbcsccv<ii+z>z
;gunchagii,1,ġhunchagī,غنچگی,ग़ुंचगी,csccscv
laalah,4,lālah,لالہ,लाला,cvcsc<h+wb>
gardish-mu;hii:t-e,1,gardish-muḥīt̤-e,گردش محیطِ,गर्दिश-मुहीत-ए,csccscbcscvcz
sar-o-barg-e,1,sar-o-barg-e,سر و برگِ,सर‐ओ‐बर्ग-ए,cscocsccz
;xvudaa,1,ḳhvudā,خودا,ख़ुदा,c<;xv>scv
qiblah,1,qiblah,قبلہ,क़िब्ला,csccsc<h+wb>
ravish-e,1,ravish-e,روشِ,रविश-ए,cscscz
va((de,4,vaʿde,وعدے,वादे,csccv
dau;raa))e,1,dauṛāʾe,دوڑائے,दौड़ाए,cvcvcv
vaa-maa;ndagii,4,vā-māñdagī,وا ماندگی,वा-मांदगी,cvbcvncscv
tanhaa))ii,3,tanhāʾī,تنہائی,तंहाई,csccvcv
vidaa((-e,4,vidāʿ-e,وداعِ,विदा-ए,cscvcz
kartaa,22,kartā,کرتا,करता,csccv
:tifl-e,1,t̤ifl-e,طفلِ,तिफ़्ल-ए,csccz
rauzan,6,rauzan,روزن,रौज़न,cvcsc
raa.zii,3,rāẓī,راضی,राज़ी,cvcv
palko;n,1,palkoñ,پلکوں,पलकों,csccvn
;xa:tar,1,ḳhat̤ar,خطر,ख़तर,cscsc
qadr-e,9,qadr-e,قدرِ,क़द्र-ए,csccz
:tara;h,12,t̤araḥ,طرح,तरह,cscsc
shinaavar,1,shināvar,شناور,शिनावर,cscvcsc
mu;hii:t-e,4,muḥīt̤-e,محیطِ,मुहीत-ए,cscvcz
khe;nchuu;ngaa,1,kheñchūñgā,کھینچونگا,खेंचूंगा,cvncvncv
iqbaal,1,iqbāl,اقبال,इक़्बाल,sccvc
ba:t-e,1,bat̤-e,بطِ,बत-ए,cscz
namruud,1,namrūd,نمرود,नमरूद,csccvc
paave,1,pāve,پاوے,पावे,cvcv
;gaib-e,1,ġhaib-e,غیبِ,ग़ैब-ए,cvcz
yak-((aalam,2,yak-ʿālam,یک عالم,यक-आलम,cscbcvcsc
((iimaa-e,1,ʿīmā-e,عیمائے,ईमा-ए,cvcv<aa+z>z
ta.savvur,7,taṣavvur,تصوّر,तसव्वुर,cscsccsc
vaas:te,5,vāst̤e,واسطے,वासते,cvccv
;xi.zr-e,1,ḳhiẓr-e,خضرِ,ख़िज़्र-ए,csccz
.sa;hraa-navard,1,ṣaḥrā-navard,صحرا نورد,सहरा-नवर्द,csccvbcscscc
jaatii,7,jātī,جاتی,जाती,cvcv
jiye,2,jiye,جیے,जिये,cscv
dost-daarii,1,dost-dārī,دوست داری,दोस्त-दारी,cvccbcvcv
ta.savvuf,1,taṣavvuf,تصوّف,तसव्वुफ़,cscsccsc
biim,2,bīm,بیم,बीम,cvc
aise,5,aise,ایسے,ऐसे,vcv
nihaanii,2,nihānī,نہانی,निहानी,cscvcv
gor-e,1,gor-e,گورِ,गोर-ए,cvcz
almaas,2,almās,الماس,अल्मास,sccvc
fashaar-e,2,fashār-e,فشارِ,फ़शार-ए,cscvcz
aabilah,1,ābilah,آبلہ,आबिला,vcscsc<h+wb>
the,31,the,تھے,थे,cv
safiinah,3,safīnah,سفینہ,सफ़ीना,cscvcsc<h+wb>
fard-e,3,fard-e,فردِ,फ़र्द-ए,csccz
lu:tf-e,5,lut̤f-e,لطفِ,लुत्फ़-ए,csccz
sitam-o-jaur-e,1,sitam-o-jaur-e,ستم و جورِ,सितम‐ओ‐जौर-ए,cscscocvcz
gadaa-e,3,gadā-e,گدائے,गदा-ए,cscv<aa+z>z
te;g,3,teġh,تیغ,तेग़,cvc
zabaa;nhaa-e,1,zabāñhā-e,زبانہائے,ज़बांहा-ए,cscvncv<aa+z>z
.sub;h-o-mihr,1,ṣubḥ-o-mihr,صبح و مہر,सुब्ह‐ओ‐मिहर,csccocscc
ka;srat-e,2,kaṡrat-e,کثرتِ,कस्रत-ए,csccscz
talvaar,3,talvār,تلوار,तलवार,csccvc
shiishah-baaz,1,shīshah-bāz,شیشہ باز,शीशा-बाज़,cvcsc<h+wb>bcvc
sar-o-saamaa;n,2,sar-o-sāmāñ,سر و ساماں,सर‐ओ‐सामाँ,cscocvcvn
naachte,1,nāchte,ناچتے,नाचते,cvccv
fareb,5,fareb,فریب,फ़रेब,cscvc
josh,2,josh,جوش,जोश,cvc
:tiflaa;n,2,t̤iflāñ,طفلاں,तिफ़लाँ,csccvn
za;xm'haa-e,1,zaḳhm'hā-e,زخمہائے,ज़ख़्महा-ए,csccbcv<aa+z>z
parastaarii-e,1,parastārī-e,پرستاریِ,परस्तारी-ए,cscsccvcv<ii+z>z
asiiro;n,1,asīroñ,اسیروں,असीरों,scvcvn
takliif-e,2,taklīf-e,تکلیفِ,तकलीफ़-ए,csccvcz
mubaddal,1,mubaddal,مبدّل,मुबद््दल,cscsccsc
tabaahii,1,tabāhī,تباہی,तबाही,cscvcv
dil-sitaa;n,1,dil-sitāñ,دل ستاں,दिल-सिताँ,cscbcscvn
;hau.sle,1,ḥauṣle,حوصلے,हौसले,cvccv
fareb-e,6,fareb-e,فریبِ,फ़रेब-ए,cscvcz
paivand-e,1,paivand-e,پیوندِ,पैवंद-ए,cvcsccz
va.z((-e,1,vaẓʿ-e,وضعِ,वज़्-ए,csccz
;thahre;n,1,ṭhahreñ,ٹھہریں,ठहरें,csccvn
riyaa))ii,1,riyāʾī,ریائی,रियाई,cscvcv
rahiin-e,1,rahīn-e,رہینِ,रहीन-ए,cscvcz
gavaah-e,1,gavāh-e,گواہِ,गवाह-ए,cscvcz
maqtal,1,maqtal,مقتل,मक़्तल,csccsc
ta((biir-e,1,taʿbīr-e,تعبیرِ,ताबीर-ए,csccvcz
jhukne,1,jhukne,جھکنے,झुकने,csccv
luu;n,4,lūñ,لوں,लूँ,cvn
kahtii,2,kahtī,کہتی,कहती,csccv
be-raunaqii-e,1,be-raunaqī-e,بے رونقیِ,बे-रौनक़ी-ए,cvbcvcscv<ii+z>z
aazaadah-o-;xvud-bii;n,1,āzādah-o-ḳhvud-bīñ,آزادہ و خود بیں,आज़ादा‐ओ‐ख़ुद-बीं,vcvcsc<h+wb>oc<;xv>scbcvn
daryaa-aashnaa,1,daryā-āshnā,دریا آشنا,दरया-आशना,csccvbvccv
u;rne,3,uṛne,اڑنے,उड़ने,sccv
ziinat-e,1,zīnat-e,زینتِ,ज़ीनत-ए,cvcscz
chhe;re,1,chheṛe,چھیڑے,छेड़े,cvcv
baa-ham-digar,2,bā-ham-digar,با ہم دگر,बा-हम-दिगर,cvbcscbcscsc
.zid,3,ẓid,ضد,ज़िद,csc
daastaan-e,1,dāstān-e,داستانِ,दास्तान-ए,cvccvcz
zamii;n,7,zamīñ,زمیں,ज़मीं,cscvn
libaas,1,libās,لباس,लिबास,cscvc
kholnaa,1,kholnā,کھولنا,खोलना,cvccv
jaa;n-gudaazii-e,1,jāñ-gudāzī-e,جاں گدازیِ,जाँ-गुदाज़ी-ए,cvnbcscvcv<ii+z>z
bar-ham-;xvurdan-e,1,bar-ham-ḳhvurdan-e,بر ہم خوردنِ,बर-हम-ख़ुर्दन-ए,cscbcscbc<;xv>sccscz
mirii,34,mirī,مری,मिरी,cscv
shi((r,3,shiʿr,شعر,शिर,cscc
muflisaa;n,1,muflisāñ,مفلساں,मुफ़्लिसाँ,csccscvn
;gaarat-gar-e,2,ġhārat-gar-e,غارت گرِ,ग़ारत-गर-ए,cvcscbcscz
mi;tnaa,1,miṭnā,مٹنا,मिटना,csccv
zulf-e,6,zulf-e,زلفِ,ज़ुल्फ़-ए,csccz
terii,16,terī,تیری,तेरी,cvcv
;xvud-biinii-e,1,ḳhvud-bīnī-e,خود بینیِ,ख़ुद-बीनी-ए,c<;xv>scbcvcv<ii+z>z
ruu-kash-e,2,rū-kash-e,رو کشِ,रू-कश-ए,cvbcscz
naale,10,nāle,نالے,नाले,cvcv
guldastah,1,guldastah,گلدستہ,गुल्दस्ता,csccsccsc<h+wb>
siim-tan,1,sīm-tan,سیم تن,सीम-तन,cvcbcsc
kaa))inaat,1,kāʾināt,کائنات,काइनात,cvcscvc
gumaa;n,8,gumāñ,گماں,गुमाँ,cscvn
dil-bastagii,1,dil-bastagī,دل بستگی,दिल-बस्तगी,cscbcsccscv
zamaane,6,zamāne,زمانے,ज़माने,cscvcv
miltii,3,miltī,ملتی,मिलती,csccv
;haj,1,ḥaj,حج,हज,csc
du((aa))e;n,1,duʿāʾeñ,دعائیں,दुआएँ,cscvcvn
;xum,2,ḳhum,خم,ख़ुम,csc
aashob-e,2,āshob-e,آشوبِ,आशोब-ए,vcvcz
tamkiin-e,1,tamkīn-e,تمکینِ,तमकीन-ए,csccvcz
mai-o-angabii;n,1,mai-o-angabīñ,مے و انگبیں,मै‐ओ‐अंगबीं,cvosccscvn
kaamyaab,1,kāmyāb,کامیاب,कामयाब,cvccvc
chaman-:taraazii-e,1,chaman-t̤arāzī-e,چمن طرازیِ,चमन-तराज़ी-ए,cscscbcscvcv<ii+z>z
mansuub,1,mansūb,منسوب,मंसूब,csccvc
;xuu,8,ḳhū,خو,ख़ू,cv
i.z:tiraab,4,iẓt̤irāb,اضطراب,इज़्तिराब,sccscvc
dafiinah,1,dafīnah,دفینہ,दफ़ीना,cscvcsc<h+wb>
bazm-e,19,bazm-e,بزمِ,बज़्म-ए,csccz
ziyaadah,3,ziyādah,زیادہ,ज़ियादा,cscvcsc<h+wb>
dukh,4,dukh,دکھ,दुख,csc
puuchhnaa,1,pūchhnā,پوچھنا,पूछना,cvccv
dikhaa))ii,1,dikhāʾī,دکھائی,दिखाई,cscvcv
naa;xun,7,nāḳhun,ناخن,नाख़ुन,cvcsc
ghar,31,ghar,گھر,घर,csc
dushvaarii-e,1,dushvārī-e,دشواریِ,दुशवारी-ए,csccvcv<ii+z>z
rakaab,1,rakāb,رکاب,रकाब,cscvc
gir,2,gir,گر,गिर,csc
aarzuu,15,ārzū,آرزو,आर्ज़ू,vccv
;thaanii,1,ṭhānī,ٹھانی,ठानी,cvcv
au.zaa((-e,1,auẓāʿ-e,اوضاعِ,औज़ा-ए,vcvcz
bahraa,1,bahrā,بہرا,बहरा,csccv
ghiste,2,ghiste,گھستے,घिस्ते,csccv
faqiiro;n,1,faqīroñ,فقیروں,फ़क़ीरों,cscvcvn
naa-daa;n,2,nā-dāñ,نا داں,ना-दाँ,cvbcvn
lage,4,lage,لگے,लगे,cscv
panaahe;n,1,panāheñ,پناہیں,पनाहें,cscvcvn
aabile,1,ābile,آبلے,आबिले,vcscv
baa((i;s-e,3,bāʿiṡ-e,باعثِ,बाइस-ए,cvcscz
:ta((nah-e,2,t̤aʿnah-e,طعنۂ,ताना-ए,csccscz
mahtaab,2,mahtāb,مہتاب,महताब,csccvc
hamdam,3,hamdam,ہمدم,हम्दम,csccsc
.sabr,1,ṣabr,صبر,सब्र,cscc
sair-o-tamaashaa,1,sair-o-tamāshā,سیر و تماشا,सैर‐ओ‐तमाशा,cvcocscvcv
mah-e,2,mah-e,مۂ,मा-ए,cscz
talaafii-e,1,talāfī-e,تلافیِ,तलाफ़ी-ए,cscvcv<ii+z>z
badan,2,badan,بدن,बदन,cscsc
;tapaktaa,2,ṭapaktā,ٹپکتا,टपकता,cscsccv
piye,3,piye,پیے,पिये,cscv
vaa-maa;ndagii-e,1,vā-māñdagī-e,وا ماندگیِ,वा-मांदगी-ए,cvbcvncscv<ii+z>z
laf:z,2,lafz̤,لفظ,लफ़्ज़,cscc
piyo,1,piyo,پیو,पियो,cscv
rahtii,2,rahtī,رہتی,रहती,csccv
;haajat-e,1,ḥājat-e,حاجتِ,हाजत-ए,cvcscz
jam((-o-;xarj-e,1,jamʿ-o-ḳharj-e,جمع و خرجِ,जम्‐ओ‐ख़र्ज-ए,csccocsccz
kaa;n;to;n,1,kāñṭoñ,کانٹوں,कांटों,cvncvn
gaam,1,gām,گام,गाम,cvc
:taalib-e,1,t̤ālib-e,طالبِ,तालिब-ए,cvcscz
naamah,2,nāmah,نامہ,नामा,cvcsc<h+wb>
;hujjat,1,ḥujjat,حجّت,हुज्जत,csccsc
kiijiye,8,kījiye,کیجیے,कीजिये,cvcscv
;xvushaamad-:talabo;n,1,ḳhvushāmad-t̤alaboñ,خوشامد طلبوں,ख़ुशामद-तलबों,c<;xv>scvcscbcscscvn
rahe,20,rahe,رہے,रहे,cscv
giraa;n-baarii-e,1,girāñ-bārī-e,گراں باریِ,गिराँ-बारी-ए,cscvnbcvcv<ii+z>z
kasb-e,1,kasb-e,کسبِ,कस्ब-ए,csccz
raho,3,raho,رہو,रहो,cscv
sa;xtiihaa-e,1,saḳhtīhā-e,سختیہائے,सख़्तीहा-ए,csccvcv<aa+z>z
puuchhaa,3,pūchhā,پوچھا,पूछा,cvcv
ek-saa,1,ek-sā,ایک سا,एक-सा,vcbcv
dashne,1,dashne,دشنے,दशने,csccv
saa))il,2,sāʾil,سائل,साइल,cvcsc
diivaar-o-dar,4,dīvār-o-dar,دیوار و در,दीवार‐ओ‐दर,cvcvcocsc
nabard,1,nabard,نبرد,नबर्द,cscscc
qudrat,2,qudrat,قدرت,क़ुद्रत,csccsc
ne,158,ne,نے,ने,cv
tis,1,tis,تس,तिस,csc
zindagii-e,1,zindagī-e,زندگیِ,ज़िंदगी-ए,csccscv<ii+z>z
yak-dil-e,1,yak-dil-e,یک دلِ,यक-दिल-ए,cscbcscz
naal-e,1,nāl-e,نالِ,नाल-ए,cvcz
((aalam-aashnaa,1,ʿālam-āshnā,عالم آشنا,आलम-आशना,cvcscbvccv
andeshe,1,andeshe,اندیشے,अंदेशे,sccvcv
qais-o-kohkan,1,qais-o-kohkan,قیس و کوہکن,क़ैस‐ओ‐कोह्कन,cvcocvccsc
